animal_id,name,datetime,monthyear,date_of_birth,outcome_type,animal_type,sex_upon_outcome,age_upon_outcome,breed,color,outcome_subtype
A843343,*Cobalt,2021-10-12T15:02:00.000,2021-10-12T15:02:00.000,2021-05-14T00:00:00.000,Adoption,Dog,Neutered Male,4 months,German Shepherd,Blue/Tan,
A843059,Bear,2021-10-12T14:27:00.000,2021-10-12T14:27:00.000,2016-09-25T00:00:00.000,Rto-Adopt,Dog,Neutered Male,5 years,Great Pyrenees,White,
A844032,Lilu,2021-10-12T14:26:00.000,2021-10-12T14:26:00.000,2019-10-11T00:00:00.000,Return to Owner,Dog,Intact Female,2 years,Pit Bull Mix,Brown,
A843869,Oliver,2021-10-12T13:44:00.000,2021-10-12T13:44:00.000,2021-07-07T00:00:00.000,Adoption,Dog,Neutered Male,3 months,Yorkshire Terrier Mix,Tricolor,
A842311,*Martha,2021-10-12T13:08:00.000,2021-10-12T13:08:00.000,2021-07-31T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Longhair,Black,Foster
A841833,*Lucian,2021-10-12T13:00:00.000,2021-10-12T13:00:00.000,2021-06-18T00:00:00.000,Adoption,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Blue Tabby/White,Foster
A842467,*Ghost,2021-10-12T12:56:00.000,2021-10-12T12:56:00.000,2021-08-09T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair,Black Smoke,Foster
A841330,,2021-10-12T12:43:00.000,2021-10-12T12:43:00.000,2021-07-26T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Longhair,Blue/White,Foster
A842469,*Goblin,2021-10-12T12:41:00.000,2021-10-12T12:41:00.000,2021-08-09T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair,Black,Foster
A842468,*Spooky,2021-10-12T12:40:00.000,2021-10-12T12:40:00.000,2021-08-09T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair,Black Smoke,Foster
A843711,Peaches,2021-10-12T11:32:00.000,2021-10-12T11:32:00.000,2019-10-05T00:00:00.000,Adoption,Dog,Spayed Female,2 years,American Pit Bull Terrier,White,
A840224,Galaxy,2021-10-12T09:38:00.000,2021-10-12T09:38:00.000,2021-02-04T00:00:00.000,Adoption,Cat,Spayed Female,8 months,Domestic Longhair,Blue/White,Foster
A842019,*Ziti,2021-10-12T08:57:00.000,2021-10-12T08:57:00.000,2021-08-02T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby/White,Foster
A832851,*Chase,2021-10-12T08:50:00.000,2021-10-12T08:50:00.000,2021-03-07T00:00:00.000,Adoption,Cat,Spayed Female,7 months,Domestic Shorthair,Brown Tabby,Foster
A832850,*Dickey,2021-10-12T08:50:00.000,2021-10-12T08:50:00.000,2021-03-07T00:00:00.000,Adoption,Cat,Spayed Female,7 months,Domestic Shorthair,Brown Tabby,Foster
A824752,*Ora,2021-10-12T08:40:00.000,2021-10-12T08:40:00.000,2020-08-26T00:00:00.000,Adoption,Cat,Spayed Female,1 year,Domestic Shorthair,Brown Tabby,Foster
A824751,*Belly,2021-10-12T08:40:00.000,2021-10-12T08:40:00.000,2020-08-26T00:00:00.000,Adoption,Cat,Neutered Male,1 year,Domestic Shorthair,Brown Tabby,Foster
A832522,Lilly,2021-10-12T08:05:00.000,2021-10-12T08:05:00.000,2016-04-14T00:00:00.000,Died,Dog,Spayed Female,5 years,Pit Bull Mix,Blue/White,At Vet
A843599,Charlie,2021-10-11T19:12:00.000,2021-10-11T19:12:00.000,2021-06-22T00:00:00.000,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby/White,
A843803,A843803,2021-10-11T19:04:00.000,2021-10-11T19:04:00.000,2021-05-06T00:00:00.000,Adoption,Cat,Neutered Male,5 months,Domestic Medium Hair Mix,Black,
A841365,Serta,2021-10-11T18:53:00.000,2021-10-11T18:53:00.000,2021-07-26T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby,
A843690,A843690,2021-10-11T18:50:00.000,2021-10-11T18:50:00.000,2021-08-05T00:00:00.000,Adoption,Dog,Spayed Female,2 months,Labrador Retriever/Australian Cattle Dog,Tan/White,
A843870,Ollie,2021-10-11T18:49:00.000,2021-10-11T18:49:00.000,2021-07-07T00:00:00.000,Adoption,Dog,Spayed Female,3 months,Beagle Mix,Tricolor,
A844037,348 Grams,2021-10-11T18:47:00.000,2021-10-11T18:47:00.000,2021-09-19T00:00:00.000,Transfer,Cat,Intact Male,3 weeks,Domestic Medium Hair,White/Brown Tabby,Partner
A844055,665 G- Red Mark,2021-10-11T18:46:00.000,2021-10-11T18:46:00.000,2021-10-01T00:00:00.000,Transfer,Dog,Intact Female,1 weeks,Pit Bull,Brown,Partner
A844058,486 G-Yellow Mark,2021-10-11T18:46:00.000,2021-10-11T18:46:00.000,2021-10-01T00:00:00.000,Transfer,Dog,Intact Male,1 weeks,Pit Bull,Brown,Partner
A844057,525 G-Pink Mark,2021-10-11T18:46:00.000,2021-10-11T18:46:00.000,2021-10-01T00:00:00.000,Transfer,Dog,Intact Female,1 weeks,Pit Bull,Black Brindle,Partner
A844056,522 G-Purple Mark,2021-10-11T18:46:00.000,2021-10-11T18:46:00.000,2021-10-01T00:00:00.000,Transfer,Dog,Intact Female,1 weeks,Pit Bull,Brown,Partner
A844054,456 G-Blue Mark,2021-10-11T18:45:00.000,2021-10-11T18:45:00.000,2021-10-01T00:00:00.000,Transfer,Dog,Intact Male,1 weeks,Pit Bull,Yellow Brindle,Partner
A843276,*Poppi,2021-10-11T18:42:00.000,2021-10-11T18:42:00.000,2021-01-29T00:00:00.000,Adoption,Dog,Neutered Male,8 months,American Pit Bull Terrier,Brown/White,
A842228,Phoenix,2021-10-11T18:42:00.000,2021-10-11T18:42:00.000,2021-06-12T00:00:00.000,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair,Blue Tabby,
A843705,Haku,2021-10-11T18:42:00.000,2021-10-11T18:42:00.000,2019-04-05T00:00:00.000,Adoption,Cat,Neutered Male,2 years,Domestic Shorthair,Gray Tabby,
A843716,,2021-10-11T18:05:00.000,2021-10-11T18:05:00.000,2021-08-10T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Siamese,Lynx Point,
A843605,A843605,2021-10-11T17:59:00.000,2021-10-11T17:59:00.000,2020-06-04T00:00:00.000,Adoption,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Orange Tabby,
A843460,*Daisy,2021-10-11T17:57:00.000,2021-10-11T17:57:00.000,2019-10-01T00:00:00.000,Adoption,Cat,Spayed Female,2 years,Domestic Shorthair,Orange Tabby,
A843689,Aubrey,2021-10-11T17:56:00.000,2021-10-11T17:56:00.000,2015-10-11T00:00:00.000,Rto-Adopt,Dog,Spayed Female,6 years,Pit Bull,Tan/White,
A843717,,2021-10-11T17:53:00.000,2021-10-11T17:53:00.000,2021-07-05T00:00:00.000,Adoption,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby,
A841187,*Latte,2021-10-11T17:51:00.000,2021-10-11T17:51:00.000,2021-08-03T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby,
A843652,*Indigo,2021-10-11T17:51:00.000,2021-10-11T17:51:00.000,2017-10-05T00:00:00.000,Adoption,Dog,Neutered Male,4 years,Pit Bull Mix,Blue/White,
A843536,843536,2021-10-11T17:46:00.000,2021-10-11T17:46:00.000,2020-10-02T00:00:00.000,Transfer,Cat,Intact Male,1 year,Domestic Shorthair,Brown Tabby,Partner
A842551,Kit Kat,2021-10-11T17:45:00.000,2021-10-11T17:45:00.000,2019-10-04T00:00:00.000,Transfer,Cat,Spayed Female,2 years,Domestic Shorthair,Brown Tabby/White,Partner
A841190,*Coffee,2021-10-11T17:45:00.000,2021-10-11T17:45:00.000,2021-08-03T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair,Tortie,
A841953,*Sheldon,2021-10-11T17:44:00.000,2021-10-11T17:44:00.000,2021-08-07T00:00:00.000,Transfer,Cat,Intact Male,2 months,Domestic Shorthair,Blue Tabby/White,Partner
A841951,*Bernadette,2021-10-11T17:43:00.000,2021-10-11T17:43:00.000,2021-08-07T00:00:00.000,Transfer,Cat,Intact Female,2 months,Domestic Shorthair,Torbie/White,Partner
A841950,*Leonard,2021-10-11T17:41:00.000,2021-10-11T17:41:00.000,2021-08-07T00:00:00.000,Transfer,Cat,Intact Male,2 months,Domestic Shorthair,Black/White,Partner
A843724,A843724,2021-10-11T17:38:00.000,2021-10-11T17:38:00.000,2020-10-05T00:00:00.000,Adoption,Cat,Neutered Male,1 year,Bengal,Brown Tabby,
A843707,Vee,2021-10-11T17:25:00.000,2021-10-11T17:25:00.000,2021-07-05T00:00:00.000,Adoption,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby/White,
A842753,*Charlie,2021-10-11T17:12:00.000,2021-10-11T17:12:00.000,2021-08-12T00:00:00.000,Adoption,Cat,Neutered Male,1 month,Domestic Shorthair,Brown Tabby/White,
A843951,Baby,2021-10-11T17:05:00.000,2021-10-11T17:05:00.000,2021-07-24T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair,Black,
A843389,Sushi,2021-10-11T16:52:00.000,2021-10-11T16:52:00.000,2021-04-30T00:00:00.000,Adoption,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Brown Tabby/White,
A841366,*Purple,2021-10-11T16:49:00.000,2021-10-11T16:49:00.000,2021-07-26T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,
A842172,Sunderlin,2021-10-11T16:47:00.000,2021-10-11T16:47:00.000,2016-09-10T00:00:00.000,Adoption,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Black/White,
A843452,Oso,2021-10-11T16:34:00.000,2021-10-11T16:34:00.000,2019-10-01T00:00:00.000,Adoption,Dog,Neutered Male,2 years,Great Pyrenees,White,
A841367,Lucid,2021-10-11T16:32:00.000,2021-10-11T16:32:00.000,2021-07-26T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black,
A843440,Gangsta,2021-10-11T16:25:00.000,2021-10-11T16:25:00.000,2021-05-15T00:00:00.000,Adoption,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Orange Tabby/White,
A843596,Bentley,2021-10-11T16:15:00.000,2021-10-11T16:15:00.000,2018-10-04T00:00:00.000,Adoption,Dog,Neutered Male,3 years,Chihuahua Shorthair,Tan/White,
A842271,Buster,2021-10-11T16:14:00.000,2021-10-11T16:14:00.000,2012-03-13T00:00:00.000,Return to Owner,Dog,Neutered Male,9 years,German Shepherd Mix,Tan,
A843954,Marie,2021-10-11T16:01:00.000,2021-10-11T16:01:00.000,2021-07-24T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Siamese,Chocolate Point,
A843495,Lulu,2021-10-11T15:53:00.000,2021-10-11T15:53:00.000,2021-03-01T00:00:00.000,Adoption,Dog,Spayed Female,7 months,Boxer Mix,Brown/White,
A844041,Rocky,2021-10-11T15:50:00.000,2021-10-11T15:50:00.000,2019-10-11T00:00:00.000,Return to Owner,Dog,Neutered Male,2 years,Rottweiler,Black/Brown,
A838955,*George,2021-10-11T15:26:00.000,2021-10-11T15:26:00.000,2021-01-14T00:00:00.000,Adoption,Dog,Intact Male,8 months,Standard Poodle,Brown,
A843147,*Stubz,2021-10-11T15:23:00.000,2021-10-11T15:23:00.000,2019-09-27T00:00:00.000,Transfer,Dog,Intact Male,2 years,Pit Bull,Black/White,Partner
A844001,Toby,2021-10-11T14:36:00.000,2021-10-11T14:36:00.000,2020-11-10T00:00:00.000,Return to Owner,Dog,Intact Male,11 months,Labrador Retriever Mix,Tan,
A843976,*Twinkle,2021-10-11T14:15:00.000,2021-10-11T14:15:00.000,2021-06-09T00:00:00.000,Transfer,Dog,Intact Female,4 months,Cocker Spaniel/Border Collie,White,Partner
A844049,A844049,2021-10-11T14:01:00.000,2021-10-11T14:01:00.000,2021-08-11T00:00:00.000,Euthanasia,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black,Suffering
A843437,Evan,2021-10-11T13:25:00.000,2021-10-11T13:25:00.000,2021-07-21T00:00:00.000,Adoption,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black/Brown Brindle,
A843435,Biscuit,2021-10-11T13:24:00.000,2021-10-11T13:24:00.000,2021-07-21T00:00:00.000,Adoption,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black,
A842846,Miss Sunshine,2021-10-11T12:15:00.000,2021-10-11T12:15:00.000,2018-09-22T00:00:00.000,Adoption,Cat,Spayed Female,3 years,Domestic Shorthair,Orange Tabby/White,
A839394,Navi,2021-10-11T11:54:00.000,2021-10-11T11:54:00.000,2019-07-21T00:00:00.000,Adoption,Cat,Spayed Female,2 years,Siamese,Seal Point,
A843871,*Ember,2021-10-11T11:37:00.000,2021-10-11T11:37:00.000,2021-04-07T00:00:00.000,Transfer,Dog,Intact Female,6 months,Chihuahua Shorthair Mix,Brown/White,Partner
A843865,Milo,2021-10-11T11:37:00.000,2021-10-11T11:37:00.000,2020-02-07T00:00:00.000,Transfer,Dog,Intact Male,1 year,Chihuahua Shorthair/Papillon,White,Partner
A808881,Palermo,2021-10-11T11:27:00.000,2021-10-11T11:27:00.000,2019-08-31T00:00:00.000,Return to Owner,Cat,Neutered Male,2 years,Domestic Shorthair,Brown Tabby,
A843912,,2021-10-11T11:20:00.000,2021-10-11T11:20:00.000,2019-10-08T00:00:00.000,Disposal,Other,Unknown,2 years,Bat,Brown,
A843566,*Beanie,2021-10-11T10:52:00.000,2021-10-11T10:52:00.000,2021-01-03T00:00:00.000,Adoption,Dog,Spayed Female,9 months,Australian Cattle Dog Mix,Brown/White,
A843890,,2021-10-11T00:00:00.000,2021-10-11T00:00:00.000,2020-10-07T00:00:00.000,Transfer,Cat,Unknown,1 year,Domestic Shorthair,Blue/White,Snr
A843997,A843997,2021-10-10T23:33:00.000,2021-10-10T23:33:00.000,2013-10-10T00:00:00.000,Return to Owner,Dog,Intact Female,8 years,English Setter,White/Brown,Customer S
A732703,Kade,2021-10-10T18:51:00.000,2021-10-10T18:51:00.000,2013-08-02T00:00:00.000,Return to Owner,Dog,Neutered Male,8 years,Great Dane/Boxer,Tan/White,
A843996,321 Grams,2021-10-10T18:02:00.000,2021-10-10T18:02:00.000,2021-09-19T00:00:00.000,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair,Orange,Partner
A841047,Toulouse,2021-10-10T17:18:00.000,2021-10-10T17:18:00.000,2021-07-06T00:00:00.000,Adoption,Cat,Neutered Male,3 months,Domestic Shorthair,Orange Tabby/White,
A841854,*Phish,2021-10-10T16:47:00.000,2021-10-10T16:47:00.000,2020-09-04T00:00:00.000,Adoption,Dog,Neutered Male,1 year,American Bulldog,White/Chocolate,
A843446,*Mercury,2021-10-10T15:44:00.000,2021-10-10T15:44:00.000,2020-09-30T00:00:00.000,Transfer,Dog,Intact Male,1 year,Border Collie Mix,Black/White,Partner
A842986,*Noosa,2021-10-10T15:15:00.000,2021-10-10T15:15:00.000,2021-08-09T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black,
A843182,A843182,2021-10-10T15:09:00.000,2021-10-10T15:09:00.000,2021-06-27T00:00:00.000,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair,Brown Tabby,
A842958,Salem,2021-10-10T14:53:00.000,2021-10-10T14:53:00.000,2021-01-23T00:00:00.000,Adoption,Cat,Spayed Female,8 months,Domestic Shorthair Mix,Black,
A739560,Beau,2021-10-10T14:45:00.000,2021-10-10T14:45:00.000,2015-12-04T00:00:00.000,Return to Owner,Dog,Neutered Male,5 years,Pointer Mix,Brown Brindle/White,
A843989,Ares,2021-10-10T14:44:00.000,2021-10-10T14:44:00.000,2012-10-10T00:00:00.000,Return to Owner,Dog,Neutered Male,9 years,Australian Shepherd,Black/Brown,
A821758,*Soup,2021-10-10T14:26:00.000,2021-10-10T14:26:00.000,2017-12-18T00:00:00.000,Adoption,Dog,Neutered Male,3 years,Labrador Retriever Mix,Tan/White,
A803374,Sasha,2021-10-10T14:07:00.000,2021-10-10T14:07:00.000,2014-08-31T00:00:00.000,Adoption,Dog,Spayed Female,7 years,Staffordshire,White/Gray,
A842974,*Jerry,2021-10-10T13:55:00.000,2021-10-10T13:55:00.000,2020-12-24T00:00:00.000,Adoption,Dog,Neutered Male,9 months,Doberman Pinsch Mix,Chocolate/Tan,
A843137,*Ramona,2021-10-10T13:24:00.000,2021-10-10T13:24:00.000,2019-09-27T00:00:00.000,Adoption,Other,Intact Female,2 years,Rabbit Sh,White/Brown,
A839883,Freddy,2021-10-10T13:14:00.000,2021-10-10T13:14:00.000,2021-07-07T00:00:00.000,Adoption,Cat,Neutered Male,3 months,Domestic Shorthair Mix,White/Orange Tabby,
A843818,*Werewolf,2021-10-10T13:03:00.000,2021-10-10T13:03:00.000,2021-02-06T00:00:00.000,Adoption,Other,Intact Male,8 months,Guinea Pig,Black,
A843439,Screw,2021-10-10T11:55:00.000,2021-10-10T11:55:00.000,2021-07-21T00:00:00.000,Adoption,Dog,Neutered Male,2 months,Labrador Retriever,Brown Brindle,
A843964,,2021-10-10T09:49:00.000,2021-10-10T09:49:00.000,2019-10-09T00:00:00.000,Euthanasia,Other,Unknown,2 years,Raccoon,Gray,Suffering
A842014,Coco,2021-10-10T00:00:00.000,2021-10-10T00:00:00.000,2019-09-08T00:00:00.000,Transfer,Other,Intact Male,2 years,Rabbit Sh,Brown,Partner
A843463,*Zephyr,2021-10-09T20:44:00.000,2021-10-09T20:44:00.000,2021-08-13T00:00:00.000,Adoption,Cat,Spayed Female,1 month,Domestic Shorthair,Orange Tabby,
A843681,Magic,2021-10-09T18:51:00.000,2021-10-09T18:51:00.000,2017-10-05T00:00:00.000,Adoption,Dog,Neutered Male,4 years,Siberian Husky,White/Brown,
A842785,Reef,2021-10-09T18:43:00.000,2021-10-09T18:43:00.000,2017-06-21T00:00:00.000,Adoption,Dog,Neutered Male,4 years,Dalmatian Mix,White/Black,
A822114,Roman,2021-10-09T18:27:00.000,2021-10-09T18:27:00.000,2015-08-26T00:00:00.000,Adoption,Dog,Neutered Male,6 years,Pit Bull,Blue/White,
A843861,Princess,2021-10-09T17:47:00.000,2021-10-09T17:47:00.000,2017-10-07T00:00:00.000,Adoption,Dog,Spayed Female,4 years,Chihuahua Shorthair/Pug,Black/Tan,
A842888,*Shadow,2021-10-09T17:29:00.000,2021-10-09T17:29:00.000,2021-08-07T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair,Blue Tabby,
A843723,,2021-10-09T16:08:00.000,2021-10-09T16:08:00.000,2019-10-05T00:00:00.000,Euthanasia,Other,Unknown,2 years,Raccoon,Brown,Suffering
A840117,*Ozzy Pawsborne,2021-10-09T15:54:00.000,2021-10-09T15:54:00.000,2019-08-02T00:00:00.000,Adoption,Dog,Neutered Male,2 years,Pointer Mix,Black/White,
A843305,Bobby,2021-10-09T15:42:00.000,2021-10-09T15:42:00.000,2020-03-29T00:00:00.000,Adoption,Dog,Neutered Male,1 year,Australian Cattle Dog Mix,Blue Tick/Tan,
A843921,Chichi,2021-10-09T15:10:00.000,2021-10-09T15:10:00.000,2016-10-09T00:00:00.000,Return to Owner,Dog,Spayed Female,5 years,Chihuahua Shorthair,Tan,
A842938,Marcy,2021-10-09T15:05:00.000,2021-10-09T15:05:00.000,2005-09-23T00:00:00.000,Adoption,Dog,Spayed Female,16 years,Chihuahua Shorthair,Brown,
A843810,Leo,2021-10-09T14:46:00.000,2021-10-09T14:46:00.000,2019-10-06T00:00:00.000,Adoption,Cat,Neutered Male,2 years,Domestic Shorthair,White/Brown Tabby,
A843784,Mango,2021-10-09T14:46:00.000,2021-10-09T14:46:00.000,2021-06-06T00:00:00.000,Adoption,Cat,Spayed Female,4 months,Domestic Shorthair,Torbie,
A843957,"Dutchess ""Nana"" Starr",2021-10-09T14:07:00.000,2021-10-09T14:07:00.000,2016-10-09T00:00:00.000,Return to Owner,Dog,Intact Female,5 years,Pit Bull,Tan,
A843163,*Asuka,2021-10-09T13:58:00.000,2021-10-09T13:58:00.000,2018-09-27T00:00:00.000,Adoption,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Blue Tabby/White,
A843510,Bonita,2021-10-09T13:52:00.000,2021-10-09T13:52:00.000,2019-10-02T00:00:00.000,Adoption,Dog,Spayed Female,2 years,Great Pyrenees,White,
A843785,Luna,2021-10-09T13:25:00.000,2021-10-09T13:25:00.000,2021-06-06T00:00:00.000,Adoption,Cat,Spayed Female,4 months,Domestic Shorthair,Torbie,
A842940,Honey,2021-10-09T13:21:00.000,2021-10-09T13:21:00.000,2021-06-08T00:00:00.000,Adoption,Dog,Spayed Female,4 months,Australian Cattle Dog Mix,Tan/White,
A843467,Oreo,2021-10-09T13:02:00.000,2021-10-09T13:02:00.000,2020-10-01T00:00:00.000,Adoption,Dog,Spayed Female,1 year,Siberian Husky Mix,Black/White,
A843436,Scooby,2021-10-09T12:07:00.000,2021-10-09T12:07:00.000,2021-07-21T00:00:00.000,Adoption,Dog,Neutered Male,2 months,Labrador Retriever,Brown Brindle/White,
A837941,A837941,2021-10-09T11:44:00.000,2021-10-09T11:44:00.000,2021-04-14T00:00:00.000,Adoption,Cat,Spayed Female,5 months,Domestic Shorthair,Black/White,Foster
A842313,*Skits,2021-10-09T11:41:00.000,2021-10-09T11:41:00.000,2021-07-31T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Longhair,Blue,Foster
A841529,*Bear,2021-10-09T11:38:00.000,2021-10-09T11:38:00.000,2021-07-23T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair,Black,Foster
A841328,,2021-10-09T11:32:00.000,2021-10-09T11:32:00.000,2021-07-26T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Longhair,Blue/White,Foster
A841327,,2021-10-09T11:28:00.000,2021-10-09T11:28:00.000,2021-07-26T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Longhair,Blue/White,Foster
A843684,,2021-10-09T11:14:00.000,2021-10-09T11:14:00.000,2021-08-21T00:00:00.000,Transfer,Dog,Intact Male,1 month,Great Pyrenees,White,Partner
A842363,*Brioche,2021-10-09T11:00:00.000,2021-10-09T11:00:00.000,2021-08-07T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Medium Hair,Black,Foster
A842364,*Focaccia,2021-10-09T10:46:00.000,2021-10-09T10:46:00.000,2021-08-07T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Medium Hair,Black,Foster
A842996,*Trilby,2021-10-09T10:40:00.000,2021-10-09T10:40:00.000,2021-08-08T00:00:00.000,Adoption,Dog,Spayed Female,2 months,Dachshund Mix,Brown Merle,Foster
A841185,*Butter Bean,2021-10-09T10:30:00.000,2021-10-09T10:30:00.000,2021-07-20T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby,Foster
A842993,*Fedora,2021-10-09T10:28:00.000,2021-10-09T10:28:00.000,2021-08-08T00:00:00.000,Adoption,Dog,Neutered Male,2 months,Dachshund Mix,Tan,Foster
A842994,*Fez,2021-10-09T10:14:00.000,2021-10-09T10:14:00.000,2021-08-08T00:00:00.000,Adoption,Dog,Neutered Male,2 months,Dachshund Mix,Tan/White,Foster
A842365,Miss Bink,2021-10-09T10:09:00.000,2021-10-09T10:09:00.000,2021-08-07T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Medium Hair,Black/White,Foster
A835194,*Jango,2021-10-09T10:07:00.000,2021-10-09T10:07:00.000,2009-05-26T00:00:00.000,Adoption,Dog,Neutered Male,12 years,Australian Shepherd,Chocolate/White,Foster
A841325,*Albert,2021-10-09T08:09:00.000,2021-10-09T08:09:00.000,2021-07-20T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair,Cream Tabby/White,Foster
A841434,*Victoria,2021-10-09T08:09:00.000,2021-10-09T08:09:00.000,2021-07-12T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair,Tortie,Foster
A836279,*Pierre,2021-10-09T07:46:00.000,2021-10-09T07:46:00.000,2015-06-08T00:00:00.000,Adoption,Cat,Neutered Male,6 years,Domestic Shorthair,White/Gray,Foster
A842283,*Smudge,2021-10-08T19:07:00.000,2021-10-08T19:07:00.000,2019-09-13T00:00:00.000,Adoption,Dog,Neutered Male,2 years,Australian Cattle Dog Mix,Tricolor/Red,
A833569,Fendi,2021-10-08T19:05:00.000,2021-10-08T19:05:00.000,2019-05-03T00:00:00.000,Return to Owner,Dog,Spayed Female,2 years,American Pit Bull Terrier,White,
A843152,*Ro,2021-10-08T18:18:00.000,2021-10-08T18:18:00.000,2020-09-27T00:00:00.000,Adoption,Other,Intact Male,1 year,Guinea Pig,White/Brown,
A842182,Ruby,2021-10-08T17:47:00.000,2021-10-08T17:47:00.000,2021-06-11T00:00:00.000,Adoption,Dog,Spayed Female,3 months,German Shepherd Mix,Black/Brown,
A843497,*Jazz,2021-10-08T17:43:00.000,2021-10-08T17:43:00.000,2020-10-01T00:00:00.000,Adoption,Cat,Spayed Female,1 year,Domestic Shorthair,Blue,
A843493,Magic,2021-10-08T17:41:00.000,2021-10-08T17:41:00.000,2018-04-01T00:00:00.000,Adoption,Dog,Neutered Male,3 years,Labrador Retriever,Black/White,
A843860,China,2021-10-08T17:15:00.000,2021-10-08T17:15:00.000,2020-04-07T00:00:00.000,Adoption,Dog,Spayed Female,1 year,Miniature Schnauzer Mix,Gray/Tan,
A843103,,2021-10-08T17:05:00.000,2021-10-08T17:05:00.000,2020-03-27T00:00:00.000,Adoption,Dog,Neutered Male,1 year,Chihuahua Shorthair,Tan/Black,
A843461,*Delicata,2021-10-08T16:56:00.000,2021-10-08T16:56:00.000,2021-08-13T00:00:00.000,Adoption,Cat,Neutered Male,1 month,Domestic Shorthair,Orange Tabby,
A842534,Max,2021-10-08T16:49:00.000,2021-10-08T16:49:00.000,2021-08-05T00:00:00.000,Adoption,Dog,Neutered Male,2 months,Dachshund,Black,
A843946,126 Grams,2021-10-08T16:47:00.000,2021-10-08T16:47:00.000,2021-09-28T00:00:00.000,Transfer,Cat,Intact Female,1 weeks,Domestic Shorthair,Torbie,Partner
A843945,117 Grams,2021-10-08T16:47:00.000,2021-10-08T16:47:00.000,2021-09-28T00:00:00.000,Transfer,Cat,Intact Female,1 weeks,Domestic Shorthair,Black/White,Partner
A843629,,2021-10-08T16:41:00.000,2021-10-08T16:41:00.000,2017-10-04T00:00:00.000,Transfer,Dog,Intact Male,4 years,Papillon Mix,Black/White,Partner
A843304,Baby Girl,2021-10-08T16:33:00.000,2021-10-08T16:33:00.000,2019-09-29T00:00:00.000,Adoption,Dog,Spayed Female,2 years,Labrador Retriever,Black/White,
A843635,Kenichi,2021-10-08T16:22:00.000,2021-10-08T16:22:00.000,2001-10-08T00:00:00.000,Return to Owner,Cat,Neutered Male,20 years,Domestic Longhair,White,
A841363,*Avocado,2021-10-08T16:00:00.000,2021-10-08T16:00:00.000,2021-07-26T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White,
A843609,Enzo,2021-10-08T15:37:00.000,2021-10-08T15:37:00.000,2021-06-27T00:00:00.000,Adoption,Cat,Neutered Male,3 months,Domestic Medium Hair,Brown Tabby,
A827860,*Wallace,2021-10-08T15:28:00.000,2021-10-08T15:28:00.000,2019-01-02T00:00:00.000,Adoption,Dog,Neutered Male,2 years,Siberian Husky Mix,Cream/Black,
